No,CPA Pretty Well ID,Reference (KB) Elev. (ft),Ground Elevation (ft),MD (All Wells) (ft),TVD (ft),Bot-Hole direction (N/S)/(E/W),Bot-Hole Easting (NAD83),Bot-Hole Northing (NAD83),On Prod YYYY/MM/DD,First Prod YYYY/MM,Last Prod. YYYY/MM,Stimulation Fluid,Total Proppant Placed (tonne),Avg Proppant Placed per Stage (tonne),Total Fluid Pumped (m3),Avg Fluid Pumped per Stage (m3),Stages Actual,Completed Length (m),Avg Frac Spacing (m),Load Fluid Rec (m3),Load Fluid (m3),Avg Fluid Pumped / Meter (m3),Avg Proppant Placed / Meter (tonne),Proppant Composition,Proppant Name 1,Proppant Size 1,Avg Proppant 1 Placed (tonne),Total Proppant 1 Placed (tonne),Total Ceramic Proppant Placed (tonne),Total Sand Proppant Placed (tonne),First 6 mo. Avg. GAS (Mcf),GAS_MONTH_1,GAS_MONTH_2,GAS_MONTH_3,GAS_MONTH_4,GAS_MONTH_5,GAS_MONTH_6,GAS_MONTH_7,GAS_MONTH_8,GAS_MONTH_9,GAS_MONTH_10,GAS_MONTH_11,GAS_MONTH_12,GAS_MONTH_13,GAS_MONTH_14,GAS_MONTH_15,GAS_MONTH_16,GAS_MONTH_17,GAS_MONTH_18,GAS_MONTH_19,GAS_MONTH_20,GAS_MONTH_21,GAS_MONTH_22,GAS_MONTH_23,GAS_MONTH_24,GAS_MONTH_25,GAS_MONTH_26,GAS_MONTH_27,GAS_MONTH_28,GAS_MONTH_29,GAS_MONTH_30,GAS_MONTH_31,GAS_MONTH_32,GAS_MONTH_33,GAS_MONTH_34,GAS_MONTH_35,GAS_MONTH_36,Last 6 mo. Avg. GAS (Mcf),CND_MONTH_1,CND_MONTH_2,CND_MONTH_3,CND_MONTH_4,CND_MONTH_5,CND_MONTH_6,CND_MONTH_7,CND_MONTH_8,CND_MONTH_9,CND_MONTH_10,CND_MONTH_11,CND_MONTH_12,CND_MONTH_13,CND_MONTH_14,CND_MONTH_15,CND_MONTH_16,CND_MONTH_17,CND_MONTH_18,CND_MONTH_19,CND_MONTH_20,CND_MONTH_21,CND_MONTH_22,CND_MONTH_23,CND_MONTH_24,CND_MONTH_25,CND_MONTH_26,CND_MONTH_27,CND_MONTH_28,CND_MONTH_29,CND_MONTH_30,CND_MONTH_31,CND_MONTH_32,CND_MONTH_33,CND_MONTH_34,CND_MONTH_35,CND_MONTH_36,HRS_MONTH_1,HRS_MONTH_2,HRS_MONTH_3,HRS_MONTH_4,HRS_MONTH_5,HRS_MONTH_6,HRS_MONTH_7,HRS_MONTH_8,HRS_MONTH_9,HRS_MONTH_10,HRS_MONTH_11,HRS_MONTH_12,HRS_MONTH_13,HRS_MONTH_14,HRS_MONTH_15,HRS_MONTH_16,HRS_MONTH_17,HRS_MONTH_18,HRS_MONTH_19,HRS_MONTH_20,HRS_MONTH_21,HRS_MONTH_22,HRS_MONTH_23,HRS_MONTH_24,HRS_MONTH_25,HRS_MONTH_26,HRS_MONTH_27,HRS_MONTH_28,HRS_MONTH_29,HRS_MONTH_30,HRS_MONTH_31,HRS_MONTH_32,HRS_MONTH_33,HRS_MONTH_34,HRS_MONTH_35,HRS_MONTH_36
650,259,2949,2926,17421,10195,4.420091324,0.472926173,0.438764671,2014/05/01,2014/05/01,2021/07/31,Water: SLB-WaterFrac (WF),1560.99,55.75,3153.6,112.63,28,2144.91,79.44,1698.76,3271.37,1.47,0.73,Sand,Sand,0,55.75,1560.99,0,1560.99,42373.16667,47124,0,52305,178692,194577,89025,82854,52743,64476,135,106041,97095,171231,73398,70545,59544,58728,46533,52914,40278,34359,35790,40905,0,21957,24270,24729,30747,29265,32415,27264,27294,25674,25383,24054,23211,25480,39087,0,0,0,0,0,0,0,6795,2403,14346,33819,37245,10080,9126,9120,7314,5415,8799,5916,4428,3450,4047,0,5631,5592,3660,3501,3174,3477,2880,2628,2433,2382,2262,1965,300,0,639,295,459,634,386,710,162,75,325,59,693,697,520,528,678,395,560,677,700,683,114,0,302,660,728,683,698,516,566,735,737,658,734,687
652,260,3087,3066,19757,9924,0.026510628,0.58770886,0.477211817,2015/11/27,2015/11/01,2021/07/31,Water: SLB-WaterFrac (WF),4317.31,159.9,6849.4,253.68,27,2721.77,103.28,0,6849.4,2.52,1.59,Sand,Sand,40/70,159.9,4317.31,0,4317.31,103785.0833,129348,0,0,35850,157563,178614,182601,177861,181302,154641,147537,149157,165846,158004,135753,143871,139119,132723,119124,115233,106431,98814,92133,94878,87276,83700,76260,73152,73140,70299,67785,65892,66201,63948,61314,59259,64066.5,26256,48027,0,6006,23445,19947,17589,17067,12939,11367,10896,11319,7836,5979,3765,4065,4440,5070,3468,3411,3132,2889,2757,2373,2778,2286,2370,2244,1992,1914,1869,1692,1683,1731,1746,1680,78,1,0,470,692,715,737,678,625,708,689,358,695,724,735,664,724,712,737,719,743,742,719,686,718,735,734,661,740,719,744,715,740,742,717,743
654,261,3087,3066,20200,10086,0.055491662,0.578866166,0.478323159,2015/11/27,2015/11/01,2021/07/31,Water: SLB-WaterFrac (WF),4482.69,160.1,7689.9,274.64,28,2849.18,105.45,0,7879.9,2.7,1.57,Sand,Sand,40/70,160.1,4482.69,0,4482.69,101691.8333,145926,0,0,65622,152040,173427,175155,167250,150957,122319,152679,150186,155865,138021,109503,95337,85497,97995,78000,56910,52710,49707,50154,44175,45708,37536,33222,28503,19608,29103,16995,8859,24939,27108,20271,19887,19676.5,11775,1181196,0,14643,23832,20808,18363,17706,12210,10578,9576,9219,8010,6222,3942,3846,4077,4851,2973,2598,2481,2562,2358,2199,2616,1953,1830,1581,1296,1611,1014,759,1404,1380,1269,1299,69,1,0,382,608,701,729,716,735,695,716,511,706,733,737,663,737,710,734,718,742,733,719,650,717,733,738,663,731,705,741,713,741,742,715,739
658,263,2986,2966,19514,9946,1.359145953,0.575784558,0.525305714,2014/08/01,2014/08/01,2021/07/31,Water: HAL-Water Frac G,4286.4,119.07,6422.85,178.41,36,2783.31,77.26,247.86,7357.33,2.31,1.54,Ceramic/Sand,HydroProp,40/80,15.33,552,552,3734.4,117010.75,18804,118851,0,0,157845,198930,201747,215364,212775,0,216096,206082,183972,155412,128394,125799,143151,131604,126186,107889,127095,132129,116562,115095,108189,102987,95640,90225,79743,79551,72213,69183,67422,59865,63750,61980,65735.5,9879,23844,0,0,0,25509,27942,31215,47055,0,35451,21204,19992,14742,14211,14283,13764,12132,12168,9741,8565,7647,7002,6417,6024,4572,6051,5745,5841,5457,5172,5049,5094,4485,4881,4575,744,720,0,0,720,666,632,724,621,0,529,657,540,650,117,671,733,726,690,721,713,721,713,742,724,720,527,705,731,739,656,734,717,741,716,744
660,264,3205,3185,19186,10450,34.47826087,0.334713423,0.508877507,2017/10/07,2017/09/01,2021/07/31,Slickwater,5771.05,97.81,52436.37,888.75,59,2535.37,42.57,2753.83,55189.37,20.68,2.28,Sand,Sand,40/70,97.81,5771.05,0,5771.05,57365.41667,106389,164607,102204,71529,59031,50142,43512,38634,36492,36327,33474,35067,30630,27900,29037,30270,31398,28881,24282,22824,26280,24267,23877,23646,24096,23484,23028,20520,18402,18198,18981,18981,18333,15234,14064,13458,16508.5,34644,34929,23940,15549,14346,11901,9648,8691,7347,6546,6291,6537,6690,5937,5853,5487,4506,4293,3753,3678,4041,3567,3462,3312,3381,3042,2991,2547,2508,2667,2787,2673,2475,2085,2109,1968,336,600,653,742,743,672,744,720,737,718,734,742,535,743,720,744,744,672,697,717,742,717,743,742,719,738,720,743,728,695,741,719,743,718,742,742
662,265,2884,2865,20358,10266,47.88405797,0.336719955,0.519518418,2015/10/11,2015/10/01,2021/07/31,Slickwater,4543.29,162.26,25253.6,901.91,28,2904.24,105.94,2347.96,25278.9,8.7,1.56,Sand,Sand,40/70,162.26,4543.29,0,4543.29,89838.16667,19320,0,103209,144633,130932,108429,136146,128163,133032,120654,124266,100626,94326,91104,85125,79572,73281,71259,84525,67395,64872,59520,50727,47355,45843,45780,41949,40374,39777,39030,41016,41649,0,0,20241,7605,18418.5,12624,0,19212,24774,21294,20037,19854,17301,18267,18924,14613,11190,13257,11673,9021,9030,8979,8256,8997,6711,5508,6444,6516,5781,6453,6327,5808,5874,5961,5454,5388,5970,0,162,3264,1614,194,0,617,726,666,711,717,739,25,719,685,715,502,717,739,743,671,737,714,717,695,546,743,702,742,708,741,739,666,742,673,647,0,53,716,683
664,266,3058,3033,19931,10338,7.259405941,0.342271772,0.523563099,2016/08/01,2016/07/01,2021/07/31,Slickwater: CWS-600,4471.8,159.71,30130.4,1076.09,28,2706.94,99.07,0,30130.4,11.13,1.65,Sand,Sand,40/70,159.71,4471.8,0,4471.8,63104.91667,61611,137526,124917,110538,95808,73941,66309,59670,54675,65460,52605,46977,41712,0,5025,3651,3060,4599,5046,4983,4278,3930,4635,4107,4344,5409,4503,4638,3753,3849,4176,4557,4617,4728,4668,4596,4557,4371,39468,35193,35925,29772,20241,18321,16911,14775,16257,13902,10953,13236,473022,2382,1500,1509,1734,1899,1773,1749,1638,1503,1503,1587,1698,2037,1725,1611,1503,1197,1248,1197,1173,1194,1245,238,250,709,463,720,744,742,671,742,454,744,719,74,1,462,744,595,739,726,672,734,719,696,692,736,741,533,739,715,736,737,668,740,717,735,693
666,267,3205,3185,19797,10578,13.14423077,0.338295637,0.512876826,2017/10/07,2017/08/01,2021/07/31,Slickwater,6404.16,160.1,48119.3,1202.98,40,2594,66.04,6300.94,48888,18.55,2.47,Sand,Sand,40/70,160.1,6404.16,0,6404.16,33600.75,37986,75492,50508,50244,47214,33051,38901,32676,25293,31068,25212,22062,23301,20748,16224,19029,24474,24531,20268,23301,22548,19737,17061,14670,11469,14058,13899,15933,15684,14748,14103,17523,19827,16911,19398,33027,20131.5,14976,27639,17502,18549,14535,11955,12435,10155,9381,10485,6561,6243,6369,6258,4788,5523,5514,4407,3570,4206,3900,3639,3396,2931,3069,3078,3033,3186,2883,2619,2484,3153,3000,2505,2217,2640,312,504,529,568,740,736,672,744,710,742,718,740,742,536,743,720,741,744,672,744,716,741,717,743,741,719,737,718,743,732,695,737,719,742,718,743
668,268,3205,3185,20062,10438,4.764227642,0.343428914,0.515035249,2017/10/07,2017/08/01,2021/07/31,Slickwater,6027.87,154.56,56326.7,1444.27,39,2638,67.19,3988.92,58365,21.35,2.29,Sand,Sand,40/70,154.56,6027.87,0,6027.87,36013.33333,40017,78228,80160,58356,39183,36549,31329,28548,31608,28920,25101,19455,22104,22902,20355,23538,22107,18159,19935,18933,17751,15483,13836,12873,14436,15123,16554,17952,16410,13551,15606,14991,15015,14595,13791,13242,14540,11679,31464,22092,16170,10530,11226,9630,9765,11043,8199,5721,4557,5310,6198,5127,5340,4797,3537,3738,3468,3369,3030,2874,2748,2862,3027,2811,2772,2715,2343,2856,2706,2418,2112,2388,2436,336,504,600,627,742,741,672,744,716,704,717,728,741,530,742,719,742,739,671,742,716,742,718,743,742,696,738,718,740,707,695,733,719,742,711,741
670,269,3058,3032,19816,10175,4.965260546,0.34614122,0.527346954,2016/08/01,2016/07/01,2021/07/31,Slickwater: CWS-600,6297.9,157.45,49010.8,1225.27,40,3361.12,77.76,96.47,49010.8,14.58,1.87,Sand,Sand,40/70,157.45,6297.9,0,6297.9,68223.25,59823,119124,103164,95052,89127,77397,76467,68181,65148,80673,59340,51573,47004,0,0,0,0,16635,22080,22674,22527,23256,23133,22800,22704,24573,23844,21774,23343,23304,22755,23520,22524,21768,21924,20445,22156,576,31209,26241,26538,22662,15978,15549,14376,12171,14694,9213,7878,9318,0,4077,1014,744,7581,5892,5748,5289,5652,5547,5256,5235,4842,6768,5766,5931,5559,4725,5109,5139,5031,5028,5127,326,340,711,467,720,744,741,671,741,720,744,718,74,0,1,676,392,343,739,669,728,719,741,719,726,743,521,742,715,744,744,669,741,716,741,716
672,270,3058,3031,20177,10333,3.715030408,0.350552309,0.530405035,2016/08/01,2016/07/01,2021/07/31,Slickwater: CWS-600,6400.45,160.01,43742.3,1093.56,40,2764.56,69.89,0,43742.3,15.82,2.32,Sand,Sand,40/70,160.01,6400.45,0,6400.45,64624.08333,57195,147810,112974,103656,89292,75438,68319,57168,56241,64878,50586,44970,41763,0,0,0,0,7206,10419,10803,10062,10023,11118,10560,10122,11961,12516,11637,12015,12360,11787,12888,14019,12537,11703,11502,12406,1431,43530,37233,38058,31098,21402,19578,17874,16620,17886,12777,10866,12687,0,0,0,0,2982,3507,3915,3930,4209,4353,4008,3876,4314,5121,4338,4053,4251,3339,3231,3486,3276,3102,3117,326,294,704,475,720,744,740,670,740,720,743,718,186,0,0,0,0,235,743,672,733,718,736,719,737,741,538,741,714,740,742,667,692,716,739,715
674,271,3058,3030,19849,10161,2.937053861,0.355484522,0.53315693,2016/08/01,2016/07/01,2021/07/31,Slickwater: CWS-600,4373.3,156.19,32378.4,1156.37,28,2791.71,102.2,0,32378.4,11.6,1.57,Sand,Sand,40/70,156.19,4373.3,0,4373.3,57233.58333,78561,124932,118371,113550,95529,78555,65202,56175,49674,58020,40584,36234,33954,17799,57,3657,3411,8922,9810,9642,8571,8097,9222,8886,7938,9270,7710,8442,9480,8676,8511,8502,8346,7821,7593,7350,8020.5,3156,34863,31689,32811,26307,17928,15837,14526,9762,12468,9036,7038,6402,100131,1137,1254,1329,2703,2319,2214,2088,2055,2859,2268,2280,2364,2598,2607,2619,2325,1863,1671,1626,1641,1671,1617,107,246,708,444,720,744,738,670,218,708,744,719,164,1,131,742,623,399,743,672,728,719,704,711,736,742,535,741,710,739,743,668,738,716,740,714
676,272,3048,3027,20600,10358,2.306891423,0.36146719,0.534495076,2017/09/19,2017/09/01,2021/07/31,Slickwater,6344.34,158.61,49897.6,1247.44,40,2889.9,73.72,3115.62,50552.62,17.27,2.2,Sand,White,40/70,158.61,6344.34,0,6344.34,37111,41511,68325,49830,52236,44436,40659,34398,33363,35283,32094,29943,31170,29265,26544,27387,26697,24459,23436,19560,22908,28065,25242,24546,23931,24294,22638,21822,21537,19854,18981,19230,17268,16476,15327,15936,13437,16279,19245,28350,17889,15720,11301,10425,9072,8178,9504,8439,8256,8886,9669,7938,7173,6609,5280,5235,4302,5262,5712,5403,4983,4473,4407,4134,3918,3723,3345,3942,3822,3207,2889,2940,3384,2676,576,436,497,735,742,672,735,712,742,719,736,743,538,742,718,744,744,664,740,712,736,718,743,743,717,742,718,742,743,667,740,718,740,719,730,744
678,273,3048,3027,20374,10200,2.206684257,0.364815514,0.538630479,2017/09/19,2017/09/01,2021/07/31,Slickwater,5944.98,99.08,57908.1,965.14,60,2988.14,50.15,4215.34,59147.17,19.38,1.99,Sand,White,40/70,99.08,5944.98,0,5944.98,48954.91667,80796,99909,79083,64239,55944,49776,40875,35874,31074,26529,21843,22782,26994,30810,31821,30819,29349,29829,30138,28509,27057,27039,26613,26460,26175,25431,25749,24435,22884,22278,21576,20523,19182,16767,15321,13389,17793,33495,32925,23898,17235,15885,13380,11307,10290,8580,7407,6831,7062,7890,7101,6765,6066,4824,4749,4563,4482,4263,4287,4128,3858,3750,3396,3288,3090,2769,3507,3531,3231,2739,2340,2652,2364,624,683,641,740,743,672,738,719,742,719,736,742,530,742,718,744,744,670,699,717,738,717,743,744,716,742,718,743,743,680,741,718,740,719,731,744
680,274,3048,3027,17746,10325,0.919958203,0.396000886,0.530828403,2017/09/19,2017/09/01,2021/07/31,Slickwater,6409.78,160.24,42014.4,1050.36,40,2122.02,53.65,2795.47,48090,19.8,3.02,Sand,Domestic,40/70,112.22,4488.94,0,6409.78,44382,59130,75960,50433,53142,51192,44145,41748,37578,40656,35061,31641,33153,28431,26181,26073,23979,26589,27225,27360,24978,23127,21366,20106,20010,21390,20676,20910,19890,18540,18180,18444,18042,17442,16545,14940,11103,16086,27099,29205,18984,15795,15192,13116,11331,10296,9423,8133,7602,7470,8259,7242,6699,5949,5370,5058,4746,4632,4503,4371,4068,3888,4029,3750,3735,3429,3213,3813,3684,3531,3423,3249,3165,2484,552,620,715,740,740,672,737,718,740,716,735,742,538,744,719,744,744,672,744,720,744,720,744,744,720,743,719,744,744,696,743,719,742,720,729,744
682,275,3213,3185,19948,10468,0.287034724,0.318488823,0.495015971,2017/10/19,2017/09/01,2021/07/31,Slickwater,4098.15,157.62,27096.63,1042.18,26,2762.54,70.18,5253.33,27331.1,9.81,1.48,Sand,Sand,40/70,157.62,4098.15,0,4098.15,52632.08333,158592,130113,81333,63525,50649,42810,36552,32454,35229,28209,27321,27159,27903,22563,21141,21648,21708,19437,19923,19503,18000,17025,16260,15516,15846,17352,17904,17463,16749,15558,15531,15348,14967,14196,14028,13572,14607,45051,30420,19029,12747,11919,9897,8073,8013,7260,5730,5049,5331,5499,4449,4137,4011,3210,2883,2928,3075,2877,2838,2688,2580,2604,2658,2613,2412,2256,2250,2283,2151,2076,1983,2094,1980,360,744,618,740,743,672,743,720,741,718,739,740,529,743,718,741,741,671,742,718,740,712,743,743,719,738,719,740,735,685,742,719,743,719,741,743
684,276,3213,3185,20778,10625,0.245361396,0.313523783,0.492097753,2017/10/19,2017/09/01,2021/07/31,Slickwater,5159.63,99.22,45713.39,879.1,52,2523.03,49.15,2808.85,46549.15,18.12,2.05,Sand,Sand,40/70,99.22,5159.63,0,5159.63,64874.5,75273,133728,109614,87474,76776,67554,59313,54525,40212,45648,43803,44811,39516,38385,36756,35061,36045,32889,29175,34158,35820,30096,29922,28827,29490,27789,29028,25242,26970,26862,24588,23001,21045,19899,20514,19626,21445.5,24543,36747,28323,21480,21486,18696,15588,14565,9426,10419,10263,12990,11160,11286,10533,9987,8043,7254,5745,6828,6645,6132,5817,5523,5526,5106,5157,4488,4764,4593,4968,4647,4341,4263,4701,4395,169,744,642,741,743,672,736,720,729,719,739,742,527,743,720,744,743,672,744,717,741,716,743,743,719,738,720,743,735,691,739,719,743,718,718,743
686,277,2888,2865,20440,10209,0.39994525,0.314229557,0.498731785,2015/10/01,2015/10/01,2021/07/31,Water: SLB-WaterFrac (WF),4472.62,159.74,8076.3,288.44,28,2887.92,105.33,1114.89,7697.3,2.8,1.55,Sand,Sand,40/70,159.74,4472.62,0,4472.62,81948.25,12888,0,25131,140961,127227,113076,122556,94014,88557,68670,132090,88683,87267,81291,76506,69891,64551,61986,74730,58164,58242,25320,37149,29067,34695,34254,31206,20775,19845,27609,32094,37203,5388,20415,25884,21837,23803.5,1419,0,5961,19713,16635,16197,14577,11586,11178,8883,10383,7917,8667,7605,5976,6036,5913,5358,5928,4317,3555,2850,5082,3852,4845,4398,3747,3018,4437,4026,4245,4215,3330,3720,4158,3735,744,0,257,730,683,702,718,739,695,744,676,715,523,718,739,744,672,739,709,741,719,481,460,698,739,711,734,726,385,740,668,549,109,316,737,706
688,278,3213,3185,20587,10614,0.395673077,0.320606145,0.500693644,2017/10/19,2017/09/01,2021/07/31,Slickwater,6012.19,100.2,50779.54,846.33,60,2888.33,48.67,4767.12,51820.77,17.58,2.08,Sand,Sand,40/70,100.2,6012.19,0,6012.19,67178.16667,94086,143964,128619,84768,74874,64032,56946,50442,45792,40149,40950,40956,41568,39912,36696,36537,33615,39348,36735,34623,31206,29481,28980,27588,26208,25749,27177,24675,23913,23079,22959,22524,20565,19593,20025,18936,20767,41031,48264,40143,25143,21147,17757,14694,13461,13218,10650,10935,11460,11796,10416,10311,8757,6861,6849,6234,6009,5472,5373,5220,5103,4620,4668,4773,4089,3945,4605,4494,4242,3804,3669,4068,3654,288,744,645,739,743,672,743,720,740,719,736,743,517,743,720,743,738,671,742,718,740,713,743,743,719,738,720,743,733,692,741,719,743,718,742,742
690,279,3213,3185,20177,10460,0.396898209,0.325887142,0.502553441,2017/10/19,2017/10/01,2021/07/31,Slickwater,6199.98,155,46515.5,1162.89,40,2764.2,70.44,0,47076.98,16.83,2.24,Sand,Sand,40/70,155,6199.98,0,6199.98,53451.08333,130068,111207,73410,60324,51687,45039,39411,37488,31092,26841,26451,26757,17805,19833,19143,20718,25377,29115,26757,23730,21354,20022,20589,19488,18447,20022,21684,20916,19266,19215,17796,15660,15129,14025,13740,14244,15099,34410,27906,16725,13971,11541,9000,8241,6330,5448,3762,5037,5100,4116,4284,3690,3081,3435,2994,3189,3201,3021,2880,2826,2709,2487,2742,2748,2535,2367,2394,2073,1767,1752,1794,1779,1782,697,653,740,742,672,741,720,741,719,718,737,526,741,720,744,744,668,744,718,740,708,743,739,719,738,716,743,734,689,736,719,742,718,742,741,719
692,280,2885,2865,20217,10051,0.555292259,0.332267833,0.513897447,2015/10/10,2015/10/01,2021/07/31,Water: SLB-WaterFrac (WF),4654.69,160.51,9570.4,330.01,29,2865,102.25,1883.14,9541.87,3.34,1.62,Sand,Sand,40/70,160.51,4654.69,0,4654.69,56684.75,42645,0,71835,135048,110028,83094,71145,61323,59160,75147,72687,51528,42045,33036,33153,31251,28545,33861,55680,37299,32403,21786,17907,17238,14532,12834,13287,13047,13725,12624,13770,19416,16170,19941,18468,19617,17897,6504,0,17622,21279,16197,13989,10539,9171,9561,12237,9675,5850,6336,5640,4422,4698,4755,3840,5070,3387,2616,2082,2445,2511,2613,2517,2436,2193,2346,2097,2229,3078,2382,2769,3186,3411,219,0,437,701,661,703,719,741,30,713,480,706,495,716,703,722,615,536,716,740,718,496,696,666,741,688,731,742,641,741,668,711,714,242,733,682
694,281,3205,3185,21319,10596,0.692474674,0.320819519,0.514827345,2017/10/19,2017/09/01,2021/07/31,Slickwater,6000.47,100.01,51690.47,861.51,60,3100.76,51.82,543.07,52438.07,16.67,1.94,Sand,Sand,40/70,100.01,6000.47,0,6000.47,54577.33333,58056,90819,118110,85833,71901,61461,50787,46869,43107,40047,40068,41418,39048,38544,37077,36744,35370,35292,36150,35580,32262,28395,27132,27126,27456,26439,25920,23643,24267,23829,23118,22647,22137,22191,21906,20883,22147,27459,27222,35577,23778,21954,18480,14832,14019,11760,10230,9570,10065,10437,9222,8502,8193,6369,6054,5679,5589,4731,4644,4698,4617,4533,4293,4098,3573,3717,3648,3837,3489,3429,3492,3465,3111,168,384,654,738,742,670,732,720,741,719,734,742,534,744,720,743,738,669,741,717,742,716,743,743,718,738,720,743,730,695,735,719,742,718,742,742
696,282,2884,2864,17461,10192,2.207960199,0.294595083,0.533466896,2013/12/11,2013/12/01,2021/07/31,Water: CSG-Optimum,3104.5,114.98,5193.5,192.35,27,2075.43,76.86,159.24,5191.6,2.5,1.5,Ceramic/Sand,HydroProp,40/80,14.44,390,390,2714.5,60452.25,147573,9,154755,99132,106977,119181,131796,110238,87081,198666,288162,70455,65361,69039,60837,59946,57288,54975,47640,45900,42663,43332,94683,0,113496,0,60132,33780,33657,27699,0,0,25365,16020,22248,9303,12156,13233,4146,0,10908,9711,0,0,0,0,0,36,9,0,2202,4158,5337,6030,5865,4869,3792,3546,3507,18759,273,16599,0,6006,4218,3828,3510,0,0,3213,1758,2322,60,387,250,66,78,703,674,319,624,735,173,157,529,507,190,623,680,711,701,718,717,651,238,42,5,421,0,645,385,710,378,0,0,671,608,487,680
706,285,3048,3027,19895,10189,0.14010989,0.372968847,0.545771041,2017/09/19,2017/09/01,2021/07/31,Slickwater,5620.05,144.1,48212.9,1236.23,39,2830.82,71.6,3241.44,49240.43,17.03,1.99,Sand,White,40/70,144.1,5620.05,0,5620.05,41774.33333,74355,81801,60885,45984,42957,37455,33567,30360,33471,30438,26706,26409,28950,25695,25422,25020,22278,24990,24729,21690,20376,20781,21279,21519,20967,20148,20121,19353,18804,16827,17142,16398,15552,14847,14583,13986,15418,26460,23676,17358,11745,11382,9834,8253,7617,7638,6147,5931,6330,7095,5772,5538,5064,4080,4080,3753,3639,3573,3735,3564,3468,3366,3090,3087,2982,2808,2982,2997,2520,2379,2469,2640,2259,552,711,627,737,743,672,739,719,741,719,737,741,534,740,717,742,743,668,740,716,736,718,743,742,715,742,718,742,725,693,737,715,740,719,730,744
708,286,3048,3027,19462,10351,0.061657033,0.368939369,0.543000246,2017/09/19,2017/09/01,2021/07/31,Slickwater,6209.34,159.21,44935.3,1152.19,39,2652.6,67.2,4400.06,44689.46,16.94,2.34,Sand,White,40/70,159.21,6209.34,0,6209.34,43417,80178,75621,61350,53199,48366,41274,36843,33798,32988,29613,26802,28488,27231,24786,26313,25461,26175,25599,25392,23601,21450,20403,19854,13296,22113,21831,22734,21135,20505,19425,19368,18495,17349,16494,16344,13089,16856.5,38094,28632,21108,15834,14853,12984,10782,10344,9753,8364,6891,6921,7197,6468,6063,5391,4611,4371,4128,3999,3729,3747,3528,3375,3789,3357,3378,3132,2976,3306,3114,2817,2592,2496,2862,2265,576,648,638,739,741,672,738,717,740,718,735,741,533,741,717,744,736,668,739,717,736,716,743,713,716,742,718,721,743,692,739,717,740,719,726,744
716,287,3081,3057,20932,10036,0.839576547,0.399107114,0.587986921,2016/01/01,2016/01/01,2021/07/31,Water: SLB-WaterFrac (WF),4802.42,160.08,8484.65,282.82,30,3127.69,106.22,1798.36,8480.5,2.71,1.54,Sand,Sand,40/70,160.08,4802.42,0,4802.42,46754,48177,85713,0,12315,121689,123162,71886,30033,70137,66873,65700,59979,46977,41661,39807,38343,36234,35121,32538,30093,28695,23238,28353,29040,23772,22578,21570,19785,20931,20328,21036,21096,20781,20004,19869,20691,20579.5,429,22653,0,2739,34371,32061,24039,16848,19182,15522,12759,11427,10968,9978,9465,8907,8112,7509,7110,6477,6627,6312,6087,5634,4935,4734,4260,4104,4344,3939,3927,4236,4263,4113,4035,4089,133,38,0,172,728,707,644,707,337,513,711,739,736,667,736,698,740,714,738,740,710,738,707,737,738,670,730,717,742,718,740,744,716,742,720,741
718,288,3083,3057,20276,10112,0.342465753,0.423411187,0.546300251,2015/04/24,2015/04/01,2021/07/31,Water,4395.3,122.09,15000.7,416.69,36,2902.23,81.84,142.32,15000.72,5.17,1.51,Sand,Sand,40/70,122.09,4395.3,0,4395.3,20921,3075,145722,0,108516,98457,72279,56502,50325,40173,34749,0,54738,47895,25527,24543,19230,15744,21243,20574,16308,16413,15288,14772,15888,15849,13680,14652,14562,13971,12393,10959,12138,10692,9918,9525,10137,10561.5,201,39144,0,24054,20775,17202,12540,10227,8970,7719,0,12540,10386,6654,5229,4533,4764,5670,5241,4557,4320,3729,3585,3369,3246,3183,3201,2781,2949,2856,2778,2661,2757,2220,2040,1923,86,61,0,292,137,319,606,677,705,27,0,106,717,727,700,742,686,687,527,708,712,691,657,719,706,720,678,737,721,713,732,711,722,734,666,734
720,289,3036,3019,20728,10218,1.203389831,0.411507402,0.549214689,2015/04/24,2015/04/01,2021/07/31,Water,4422.9,126.37,9565,273.29,35,2904.09,81.9,1195.02,9565,3.29,1.52,Sand,Sand,40/70,126.37,4422.9,0,4422.9,56508.16667,51975,91236,8898,134994,129606,120942,88485,91473,69015,56391,104382,82155,46533,41739,42621,40539,41532,35751,37893,28893,26214,24264,19836,20436,20625,18150,16569,16386,18177,20151,19848,21009,18258,16479,16623,16056,18045.5,8169,55356,2037,23733,21957,17931,15975,12396,9375,7896,16704,14832,8877,6633,5898,5631,6174,6015,6276,5373,4527,4128,3588,3375,3432,3189,2886,2604,3114,3468,3354,3147,3303,2811,2730,2424,161,17,713,598,548,708,527,662,704,28,322,531,667,738,690,744,719,712,528,719,736,737,666,733,715,723,703,743,731,687,736,707,729,736,669,740
